BIRD,DATE,VISIT_TYPE,OUTCOME,NUM_OBS,OBSERVER,REMOVED,TERRITORY,FULLTERRITORY,YEAR,MONTH,DAY,Lat5,Long5,check,re-enter lat5,re-enter long5,Lat100,Long100,sex,birth_year,age_type,walkabout,Notes
wrma,8-Feb-21,1,1,1,CEH,0,ATTMAL,ATT,2021,2,8,33.7019,-78.9191,TRUE,33.7019,-78.9191,33.7039,-78.9813,F,2019,Actual,0,
yirm,8-Feb-21,2,1,1,CEH,0,PREMAL,Pre-Mall interchange,2021,2,8,33.7094,-78.9154,TRUE,33.7094,-78.9154,33.7099,-78.9159,M,2020,Actual,0,
yrwm,8-Feb-21,2,0,1,CEH,0,JCPENN,JC Penneys,2021,2,8,,,TRUE,,,33.701564,-78.921386,F?,2021,Actual,0,
bbcm,9-Feb-21,1,1,1,CEH,0,IMSTOP,IM Stopsign,2021,2,9,33.8001,-78.9946,TRUE,33.8001,-78.9946,33.7993,-78.995,F,2018,Actual,0,
buwm,9-Feb-21,1,1,1,CEH,0,WALTRI,Waltrip,2021,2,9,33.8043,-79.003,TRUE,33.8043,-79.003,33.8054,-79.0033,F,2020,Actual,0,
ccmo,9-Feb-21,1,1,1,CEH,0,TENNIS,Tennis center,2021,2,9,,,TRUE,,,33.7991,-78.9965,F,2020,MInimum,0,
imba,9-Feb-21,1,1,1,CEH,0,WALTRI,Waltrip/Husted Rd.,2021,2,9,33.8043,-79.003,TRUE,33.8043,-79.003,33.8054,-79.0033,M,2019,Actual,0,
moyy,9-Feb-21,1,1,1,CEH,0,CMWSSS,CMWS,2021,2,9,33.7997,-78.9974,TRUE,33.7997,-78.9974,33.8008,-79,M,2017,Actual,0,
myaa,9-Feb-21,1,1,1,CEH,0,IMSTOP,IM Stopsign,2021,2,9,33.7997,-78.9947,TRUE,33.7997,-78.9947,33.7993,-78.995,M,2017,Minimum,0,
wmbb,9-Feb-21,1,1,1,CEH,0,HGTCCC,HGTC,2021,2,9,,,TRUE,,,33.7933,-79.0009,M,2016,Minimum,0,
abum,11-Feb-21,2,1,1,HNF,0,CEMETE,Cemetery,2021,2,11,33.7923,-79.0195,TRUE,33.7923,-79.0195,33.7916,-79.0196,M,2019,Actual,0,
ccbm,11-Feb-21,2,1,1,HNF,0,DISCGO,Disc Golf Course,2021,2,11,33.7977,-79.0042,TRUE,33.7977,-79.0042,33.7976,-79.0039,M,2020,Actual,0,
gmrr,11-Feb-21,2,1,1,HNF,0,SCHOLA,Scholars,2021,2,11,33.7961,-79.0065,TRUE,33.7961,-79.0065,33.7963,-79.0062,M,2017,Minimum,0,
mary,11-Feb-21,2,1,1,HNF,0,HGTCCC,HGTC,2021,2,11,33.7923,-79,TRUE,33.7923,-79,33.7933,-79.0009,F,2019,Actual,0,
mbyg,11-Feb-21,2,0,1,HNF,0,POLICE,CCU Police parking lot,2021,2,11,,,TRUE,,,33.7939,-79.0073,M,2019,Actual,0,
migr,11-Feb-21,2,0,1,HNF,0,PELICA,Pelican Snoballs,2021,2,11,,,TRUE,,,33.8042,-79.0177,F?,2020,Actual,0,
mrrr,11-Feb-21,2,1,1,HNF,0,SCHOLA,Scholars,2021,2,11,33.7961,-79.0065,TRUE,33.7961,-79.0065,33.7963,-79.0062,F,2018,Actual,0,
omuc,11-Feb-21,2,1,1,HNF,0,SOCCER,Soccer Corner,2021,2,11,33.7914,-79.0168,TRUE,33.7914,-79.0168,33.7915,-79.0176,M,2018,Minimum,0,
wmbb,11-Feb-21,2,1,1,HNF,0,HGTCCC,HGTC,2021,2,11,33.7923,-79,TRUE,33.7923,-79,33.7933,-79.0009,M,2016,Minimum,0,
ymur,11-Feb-21,2,1,1,HNF,0,CEMETE,Cemetery,2021,2,11,33.7925,-79.0193,TRUE,33.7925,-79.0193,33.7916,-79.0196,F,2017,Minimum,0,
yumr,11-Feb-21,2,0,1,HNF,0,JACKSO,Jackson Bluff,2021,2,11,,,TRUE,,,33.7818,-79.0263,,2020,Actual,0,
bigm,12-Feb-21,2,0,2,CEH,0,BUFFAL,Buffalo Wild Wings,2021,2,12,,,TRUE,,,33.7571,-78.9633,M,2019,Actual,0,
bmii,12-Feb-21,2,1,2,CEH,0,PUBLIX,Publix,2021,2,12,33.7595,-78.9584,TRUE,33.7595,-78.9584,33.76,-78.958,M,2018,Minimum,0,
bmii,12-Feb-21,1,1,2,CEH,0,PUBLIX,Publix,2021,2,12,33.7603,-78.9579,TRUE,33.7603,-78.9579,33.76,-78.958,M,2018,Minimum,0,
cram,12-Feb-21,2,0,2,CEH,0,PUBLIX,PUBLIX,2021,2,12,,,TRUE,,,33.76,-78.958,F,2019,Actual,0,
---m,13-Feb-21,2,1,1,HNF,3,GRAING,Grainger,2021,2,13,33.8268,-79.0537,TRUE,33.8268,-79.0537,33.8279,-79.0523,M,,,0,
aawm,13-Feb-21,2,0,1,HNF,0,RIVERF,Riverfront,2021,2,13,,,TRUE,,,33.8313,-79.0465,M,2017,Actual,0,
bbcm,13-Feb-21,1,1,1,CEH,0,IMSTOP,IM Stopsign,2021,2,13,33.8001,-78.9943,TRUE,33.8001,-78.9943,33.7993,-78.995,F,2018,Actual,0,
game,13-Feb-21,2,0,1,HNF,0,BUSBEE,Busbee,2021,2,13,,,TRUE,,,33.8289,-79.0594,M,2018,Minimum,0,
gmob,13-Feb-21,2,1,1,HNF,0,COURTH,Courthouse,2021,2,13,33.8308,-79.0485,TRUE,33.8308,-79.0485,33.8304,-79.0484,M,2016,Minimum,0,
moab,13-Feb-21,2,0,1,HNF,0,BUSBEE,Busbee,2021,2,13,,,TRUE,,,33.8289,-79.0594,F,2019,Actual,0,
moor,13-Feb-21,2,1,1,HNF,0,BUSBEE,Busbee,2021,2,13,33.8285,-79.0575,TRUE,33.8285,-79.0575,33.8289,-79.0594,M,2019,Minimum,0,
myaa,13-Feb-21,1,1,1,CEH,0,IMSTOP,IM Stopsign,2021,2,13,33.8001,-78.9942,TRUE,33.8001,-78.9942,33.7993,-78.995,M,2017,Minimum,0,
raxm,13-Feb-21,2,0,1,HNF,2,HHMOBI,H&H mobile homes,2021,2,13,,,TRUE,,,33.8152,-79.0373,F?,2019,Minimum,0,
rmre,13-Feb-21,2,1,1,HNF,0,GRAING,Grainger,2021,2,13,33.8305,-79.0491,TRUE,33.8305,-79.0491,33.8279,-79.0523,F,2019,Minimum,0,
brim,14-Feb-21,2,1,1,CEH,0,501WAL,Walmart501,2021,2,14,33.7795,-78.9873,TRUE,33.7795,-78.9873,33.7785,-78.9865,M,2018,Minimum,0,
cama,14-Feb-21,2,0,1,CEH,0,CHICKF,Chick-Fil-A,2021,2,14,,,TRUE,,,33.7592,-78.9602,M,2019,Actual,0,
gime,14-Feb-21,2,0,1,CEH,0,WAFFLE,Waffle House CF,2021,2,14,,,TRUE,,,33.7572,-78.9672,F,2018,Minimum,0,
morg,14-Feb-21,2,0,1,CEH,0,DUNKIN,Dunkin nr CF,2021,2,14,,,TRUE,,,33.7634,-78.9733,M,2020,Actual,0,
omey,14-Feb-21,2,0,1,CEH,0,501WAL,Walmart501,2021,2,14,,,TRUE,,,33.7785,-78.9865,F,2019,Minimum,0,
uarm,14-Feb-21,2,1,1,CEH,0,COOKOU,Cookout,2021,2,14,33.7876,-78.9947,TRUE,33.7876,-78.9947,33.7874,-78.9945,U,2020,Actual,0,
UBWA,14-Feb-21,2,0,1,CEH,3,WALKON,Walk On's,2021,2,14,,,TRUE,,,33.751,-78.9627,U,,,0,
wemi,14-Feb-21,1,1,1,CEH,0,KFCCCC,KFC,2021,2,14,33.7526,-78.963,TRUE,33.7526,-78.963,33.7553,-78.9639,M,2018,Minimum,0,
yimw,14-Feb-21,2,0,1,CEH,0,GSBAPT,Grand Strand Baptist Church,2021,2,14,,,TRUE,,,33.7499,-78.9564,F,2020,Actual,0,
bbcm,15-Feb-21,1,1,1,CEH,0,IMSTOP,IM Stopsign,2021,2,15,,,TRUE,,,33.7993,-78.995,F,2018,Actual,0,
ccmo,15-Feb-21,1,1,1,CEH,0,CMWSSS,CMWS ,2021,2,15,,,TRUE,,,33.8008,-79,F,2020,MInimum,0,
moyy,15-Feb-21,1,1,1,CEH,0,CMWSSS,CMWS,2021,2,15,,,TRUE,,,33.8008,-79,M,2017,Actual,0,
mugg,15-Feb-21,1,1,1,CEH,0,WPDEDI,WPDE dishes,2021,2,15,,,TRUE,,,33.8001,-79.0015,M,2018,Actual,0,
myaa,15-Feb-21,1,1,1,CEH,0,IMSTOP,IM Stopsign,2021,2,15,,,TRUE,,,33.7993,-78.995,M,2017,Minimum,0,
wgrm,15-Feb-21,4,3,1,CEH,0,WPDEDI,WPDE Dishes,2021,2,15,,,TRUE,,,33.8001,-79.0015,F,2020,Actual,0,
gmob,16-Feb-21,1,1,1,KAM,0,COURTH,Courthouse,2021,2,16,33.8304,-79.0488,TRUE,33.8304,-79.0488,33.8304,-79.0484,M,2016,Minimum,0,
gmob,16-Feb-21,1,1,1,KAM,0,COURTH,Courthouse,2021,2,16,33.8305,-79.049,TRUE,33.8305,-79.049,33.8304,-79.0484,M,2016,Minimum,0,
moab,16-Feb-21,1,1,1,KAM,0,BUSBEE,Busbee,2021,2,16,33.8292,-79.0572,TRUE,33.8292,-79.0572,33.8289,-79.0594,F,2019,Actual,0,
moor,16-Feb-21,1,1,1,KAM,0,BUSBEE,Busbee,2021,2,16,33.8292,-79.0572,TRUE,33.8292,-79.0572,33.8289,-79.0594,M,2019,Minimum,0,
rmre,16-Feb-21,1,1,1,KAM,0,COURTH,Courthouse,2021,2,16,33.8304,-79.0488,TRUE,33.8304,-79.0488,33.8304,-79.0484,F,2019,Minimum,0,
rmre,16-Feb-21,1,1,1,KAM,0,COURTH,Courthouse,2021,2,16,33.8306,-79.0488,TRUE,33.8306,-79.0488,33.8304,-79.0484,F,2019,Minimum,0,
rmre,16-Feb-21,1,1,1,KAM,0,COURTH,Courthouse,2021,2,16,33.8305,-79.0483,TRUE,33.8305,-79.0483,33.8304,-79.0484,F,2019,Minimum,0,
amxx,17-Feb-21,1,1,1,CEH,0,TANGER,Tanger,2021,2,17,,,TRUE,,,33.7503,-78.96,F,2018,Minimum,0,
bmii,17-Feb-21,1,1,1,CEH,0,PUBLIX,Publix,2021,2,17,,,TRUE,,,33.76,-78.958,M,2018,Minimum,0,
cram,17-Feb-21,1,1,1,CEH,0,PUBLIX,PUBLIX,2021,2,17,,,TRUE,,,33.76,-78.958,F,2019,Actual,0,
omii,17-Feb-21,4,2,1,CEH,0,MALWAL,Seabord Walmart,2021,2,17,,,TRUE,,,33.7027,-78.9141,F,2020,Actual,0,
uggm,17-Feb-21,1,1,1,CEH,0,MALWAL,Seaboard Walmart,2021,2,17,,,TRUE,,,33.7027,-78.9141,M,2019,Actual,0,
wemi,17-Feb-21,1,1,1,CEH,0,KFCCCC,KFC,2021,2,17,,,TRUE,,,33.7553,-78.9639,M,2018,Minimum,0,
brim,20-Feb-21,1,1,1,CEH,0,501WAL,Walmart501,2021,2,20,,,TRUE,,,33.7785,-78.9865,M,2018,Minimum,0,
moab,20-Feb-21,1,1,3,SLT,0,BUSBEE,Busbee,2021,2,20,32.829,-79.0578,TRUE,32.829,-79.0578,33.8289,-79.0594,F,2019,Actual,0,
omey,20-Feb-21,1,1,1,CEH,0,501WAL,Walmart501,2021,2,20,,,TRUE,,,33.7785,-78.9865,F,2019,Minimum,0,
rrmo,20-Feb-21,1,1,1,CEH,2,2,Farrow Parkway Walmart,2021,2,20,,,TRUE,,,33.6842,-78.9575,M,2019,Actual,0,
wmbb,20-Feb-21,1,1,1,CEH,0,HGTCCC,HGTC,2021,2,20,,,TRUE,,,33.7933,-79.0009,M,2016,Minimum,0,
---m,21-Feb-21,2,0,1,CEH,3,GRAING,Grainger,2021,2,21,,,TRUE,,,33.8279,-79.0523,M,,,0,
aawm,21-Feb-21,2,0,1,CEH,0,RIVERF,Riverfront,2021,2,21,,,TRUE,,,33.8313,-79.0465,M,2017,Actual,0,
game,21-Feb-21,2,0,1,CEH,0,BUSBEE,Busbee,2021,2,21,,,TRUE,,,33.8289,-79.0594,M,2018,Minimum,0,
gmob,21-Feb-21,2,1,1,CEH,0,COURTH,Courthouse,2021,2,21,,,TRUE,,,33.8304,-79.0484,M,2016,Minimum,0,
moab,21-Feb-21,2,1,1,CEH,0,BUSBEE,Busbee,2021,2,21,,,TRUE,,,33.8289,-79.0594,F,2019,Actual,0,
moor,21-Feb-21,2,1,1,CEH,0,BUSBEE,Busbee,2021,2,21,,,TRUE,,,33.8289,-79.0594,M,2019,Minimum,0,
omuu,21-Feb-21,1,1,1,CEH,0,SEACOA,Seacoast Church,2021,2,21,,,TRUE,,,33.8074,-79.0129,M,2017,Minimum,0,
raxm,21-Feb-21,2,0,1,CEH,2,HHMOBI,H&H mobile homes,2021,2,21,,,TRUE,,,33.8152,-79.0373,F?,2019,Minimum,0,
rmgg,21-Feb-21,1,1,1,CEH,0,CYPRES,Cypress Inn,2021,2,21,,,TRUE,,,33.833,-79.0452,M,2018,Actual,0,
rmre,21-Feb-21,2,1,1,CEH,0,COURTH,Courthouse,2021,2,21,,,TRUE,,,33.8304,-79.0484,F,2019,Minimum,0,
abum,22-Feb-21,2,1,1,KAM,0,CEMETE,Cemetery,2021,2,22,33.791461,-79.01969,TRUE,33.791461,-79.01969,33.7916,-79.0196,M,2019,Actual,0,
abum,22-Feb-21,1,1,1,KAM,0,CEMETE,Cemetery,2021,2,22,33.792076,-79.02029,TRUE,33.792076,-79.02029,33.7916,-79.0196,M,2019,Actual,0,
ambi,22-Feb-21,2,1,1,KAM,0,PRECIS,Precision Tune,2021,2,22,33.746874,-78.958119,TRUE,33.746874,-78.958119,33.7462,-78.9577,F,2018,Minimum,0,
ambi,22-Feb-21,1,1,1,KAM,0,PRECIS,Precision Tune,2021,2,22,33.747562,-78.958667,TRUE,33.747562,-78.958667,33.7462,-78.9577,F,2018,Minimum,0,
ayrm,22-Feb-21,2,0,1,KAM,0,WALKON,Walk On's bar,2021,2,22,,,TRUE,,,33.751,-78.9627,U,2020,Actual,0,
brim,22-Feb-21,2,1,1,KAM,0,501WAL,Walmart501,2021,2,22,33.778683,-78.986915,TRUE,33.778683,-78.986915,33.7785,-78.9865,M,2018,Minimum,0,
brim,22-Feb-21,1,1,1,KAM,0,501WAL,Walmart501,2021,2,22,33.778757,-78.986705,TRUE,33.778757,-78.986705,33.7785,-78.9865,M,2018,Minimum,0,
byrm,22-Feb-21,1,1,1,KAM,0,BOWLIN,801 Bowling,2021,2,22,33.796339,-79.002522,TRUE,33.796339,-79.002522,33.7992,-79.0033,M,2020,Actual,0,
cama,22-Feb-21,2,0,1,KAM,0,CHICKF,Chick-Fil-A,2021,2,22,,,TRUE,,,33.7592,-78.9602,M,2019,Actual,0,
ccbm,22-Feb-21,2,0,1,KAM,0,DISCGO,Disc Golf Course,2021,2,22,,,TRUE,,,33.7976,-79.0039,M,2020,Actual,0,
gime,22-Feb-21,2,0,1,KAM,0,WAFFLE,Waffle House CF,2021,2,22,,,TRUE,,,33.7572,-78.9672,F,2018,Minimum,0,
gmrr,22-Feb-21,2,1,1,KAM,0,SCHOLA,Scholars,2021,2,22,33.796875,-79.005357,TRUE,33.796875,-79.005357,33.7963,-79.0062,M,2017,Minimum,0,
gmrr,22-Feb-21,1,1,1,KAM,0,SCHOLA,Scholars,2021,2,22,33.796897,-79.005544,TRUE,33.796897,-79.005544,33.7963,-79.0062,M,2017,Minimum,0,
mbyg,22-Feb-21,2,1,1,KAM,0,POLICE,CCU Police parking lot,2021,2,22,33.793933,-79.007117,TRUE,33.793933,-79.007117,33.7939,-79.0073,M,2019,Actual,0,
mbyg,22-Feb-21,1,1,1,KAM,0,POLICE,CCU Police parking lot,2021,2,22,33.793781,-79.007184,TRUE,33.793781,-79.007184,33.7939,-79.0073,M,2019,Actual,0,
migr,22-Feb-21,2,0,1,KAM,0,PELICA,Pelican Snoballs,2021,2,22,,,TRUE,,,33.8042,-79.0177,F?,2020,Actual,0,
morg,22-Feb-21,2,0,1,KAM,0,DUNKIN,Dunkin nr CF,2021,2,22,,,TRUE,,,33.7634,-78.9733,M,2020,Actual,0,
mrrr,22-Feb-21,2,1,1,KAM,0,SCHOLA,Scholars,2021,2,22,33.796934,-79.005085,TRUE,33.796934,-79.005085,33.7963,-79.0062,F,2018,Actual,0,
mrrr,22-Feb-21,1,1,1,KAM,0,SCHOLA,Scholars,2021,2,22,33.796897,-79.005544,TRUE,33.796897,-79.005544,33.7963,-79.0062,F,2018,Actual,0,
omey,22-Feb-21,2,1,1,KAM,0,501WAL,Walmart501,2021,2,22,33.778909,-78.986827,TRUE,33.778909,-78.986827,33.7785,-78.9865,F,2019,Minimum,0,
omuc,22-Feb-21,2,1,1,KAM,0,SOCCER,Soccer Corner,2021,2,22,33.791187,-79.017402,TRUE,33.791187,-79.017402,33.7915,-79.0176,M,2018,Minimum,0,
omuc,22-Feb-21,1,1,1,KAM,0,SOCCER,Soccer Corner,2021,2,22,33.79097,-79.017883,TRUE,33.79097,-79.017883,33.7915,-79.0176,M,2018,Minimum,0,
uarm,22-Feb-21,2,1,1,KAM,0,COOKOU,Cookout,2021,2,22,33.787622,-78.995188,TRUE,33.787622,-78.995188,33.7874,-78.9945,U,2020,Actual,0,
UBWA,22-Feb-21,2,0,1,KAM,3,WALKON,Walk On's,2021,2,22,,,TRUE,,,33.751,-78.9627,U,,,0,
wemi,22-Feb-21,1,1,1,KAM,0,KFCCCC,KFC,2021,2,22,33.752579,-78.963162,TRUE,33.752579,-78.963162,33.7553,-78.9639,M,2018,Minimum,0,
wmbb,22-Feb-21,2,0,1,KAM,0,HGTCCC,HGTC,2021,2,22,,,TRUE,,,33.7933,-79.0009,M,2016,Minimum,0,
yimw,22-Feb-21,2,0,1,KAM,0,GSBAPT,Grand Strand Baptist Church,2021,2,22,,,TRUE,,,33.7499,-78.9564,F,2020,Actual,0,
ymur,22-Feb-21,2,1,1,KAM,0,CEMETE,Cemetery,2021,2,22,33.791764,-79.019608,TRUE,33.791764,-79.019608,33.7916,-79.0196,F,2017,Minimum,0,
yumr,22-Feb-21,2,0,1,KAM,0,JACKSO,Jackson Bluff,2021,2,22,,,TRUE,,,33.7818,-79.0263,,2020,Actual,0,
bbcm,23-Feb-21,2,0,1,SLT,0,IMSTOP,IM Stopsign,2021,2,23,,,TRUE,,,33.7993,-78.995,F,2018,Actual,0,
buwm,23-Feb-21,2,0,1,SLT,0,WALTRI,Waltrip,2021,2,23,,,TRUE,,,33.8054,-79.0033,F,2020,Actual,0,
byrm,23-Feb-21,2,0,1,SLT,0,BOWLIN,801 Bowling,2021,2,23,,,TRUE,,,33.7992,-79.0033,M,2020,Actual,0,
ccmo,23-Feb-21,2,0,1,SLT,0,CMWSSS,CMWS ,2021,2,23,,,TRUE,,,33.8008,-79,F,2020,MInimum,0,
eeme,23-Feb-21,2,0,1,SLT,0,501HTC,HTC store across fr. HGTC,2021,2,23,,,TRUE,,,33.795,-79,M,2017,Actual,0,
emor,23-Feb-21,2,1,1,SLT,0,LOWESP,Lowes pkg lot,2021,2,23,33.7919,-78.9974,TRUE,33.7919,-78.9974,33.792,-78.9979,M,2016,Minimum,0,
emww,23-Feb-21,2,0,1,SLT,0,TEKNOW,Teknoware,2021,2,23,,,TRUE,,,33.7971,-78.991,M,2017,Minimum,0,
imba,23-Feb-21,2,0,1,SLT,0,WALTRI,Waltrip/Husted Rd.,2021,2,23,,,TRUE,,,33.8054,-79.0033,M,2019,Actual,0,
moyy,23-Feb-21,2,0,1,SLT,0,CMWSSS,CMWS,2021,2,23,,,TRUE,,,33.8008,-79,M,2017,Actual,0,
mugg,23-Feb-21,2,0,1,SLT,0,WPDEDI,WPDE dishes,2021,2,23,,,TRUE,,,33.8001,-79.0015,M,2018,Actual,0,
mwio,23-Feb-21,2,0,1,SLT,0,TEKNOW,Teknoware,2021,2,23,,,TRUE,,,33.7971,-78.991,F,2018,Minimum,0,
myaa,23-Feb-21,2,0,1,SLT,0,IMSTOP,IM Stopsign,2021,2,23,,,TRUE,,,33.7993,-78.995,M,2017,Minimum,0,
oaam,23-Feb-21,2,0,1,SLT,0,TENNIS,Tennis center,2021,2,23,,,TRUE,,,33.7991,-78.9965,M,2017,Minimum,0,
omuu,23-Feb-21,2,1,1,SLT,0,SEACOA,Seacoast Church,2021,2,23,33.8076,-79.0128,TRUE,33.8076,-79.0128,33.8074,-79.0129,M,2017,Minimum,0,
rwmp,23-Feb-21,2,0,1,SLT,0,LOWESP,Lowes Parking Lot,2021,2,23,,,TRUE,,,33.792,-78.9979,F,2016,Minimum,0,
UBCO,23-Feb-21,2,0,1,SLT,3,COXFER,Cox Ferry,2021,2,23,,,TRUE,,,33.8066,-79.0081,M,,,0,
urrm,23-Feb-21,2,0,1,SLT,0,BILLBO,BILLBO,2021,2,23,,,TRUE,,,33.8054,-79.0098,U,2020,Actual,0,
wgrm,23-Feb-21,2,0,1,SLT,0,WPDEDI,WPDE Dishes,2021,2,23,,,TRUE,,,33.8001,-79.0015,F,2020,Actual,0,
mbyg,24-Feb-21,1,1,1,CEH,0,POLICE,CCU Police parking lot,2021,2,24,,,TRUE,,,33.7939,-79.0073,M,2019,Actual,0,
mrrr,24-Feb-21,1,1,1,KAM,0,SCHOLA,Scholars,2021,2,24,33.796726,-79.005151,TRUE,33.796726,-79.005151,33.7963,-79.0062,F,2018,Actual,0,
amxx,25-Feb-21,2,0,1,HNF,0,TANGER,Tanger,2021,2,25,,,TRUE,,,33.7503,-78.96,F,2018,Minimum,0,
bigm,25-Feb-21,2,0,1,HNF,0,BUFFAL,Buffalo Wild Wings,2021,2,25,,,TRUE,,,33.7571,-78.9633,M,2019,Actual,0,
bmii,25-Feb-21,2,1,1,HNF,0,PUBLIX,Publix,2021,2,25,33.7598,-78.9586,TRUE,33.7598,-78.9586,33.76,-78.958,M,2018,Minimum,0,
bmii,25-Feb-21,1,1,1,KAM,0,PUBLIX,Publix,2021,2,25,33.760044,-78.958551,TRUE,33.760044,-78.958551,33.76,-78.958,M,2018,Minimum,0,
cram,25-Feb-21,2,0,1,HNF,0,PUBLIX,PUBLIX,2021,2,25,,,TRUE,,,33.76,-78.958,F,2019,Actual,0,
eabm,25-Feb-21,2,0,1,HNF,0,KFCCCC,KFC,2021,2,25,,,TRUE,,,33.7553,-78.9639,F,2020,Actual,0,
emor,25-Feb-21,1,1,1,KAM,0,LOWESP,Lowes pkg lot,2021,2,25,33.791851,-78.99731,TRUE,33.791851,-78.99731,33.792,-78.9979,M,2016,Minimum,0,
iiem,25-Feb-21,2,1,1,HNF,0,ABUELO,Abuelos,2021,2,25,33.7052,-78.9247,TRUE,33.7052,-78.9247,33.705,-78.9246,M,2017,Minimum,0,
maib,25-Feb-21,2,0,1,HNF,0,GSBAPT,Grand Strand Baptist Church,2021,2,25,,,TRUE,,,33.7499,-78.9564,M,2019,Minimum,0,
omii,25-Feb-21,2,0,1,HNF,0,MALWAL,Seabord Walmart,2021,2,25,,,TRUE,,,33.7027,-78.9141,F,2020,Actual,0,
owme,25-Feb-21,2,0,1,HNF,0,COSTCO,"""behind costco""",2021,2,25,,,TRUE,,,33.706,-78.9175,M,2018,Actual,0,
rmoe,25-Feb-21,2,0,1,HNF,0,SPEEDW,Speedway,2021,2,25,,,TRUE,,,33.7476,-78.9568,M,2018,Minimum,0,
rwmp,25-Feb-21,1,1,1,KAM,0,LOWESP,Lowes Parking Lot,2021,2,25,33.791851,-78.99731,TRUE,33.791851,-78.99731,33.792,-78.9979,F,2016,Minimum,0,
uarm,25-Feb-21,1,1,1,CEH,0,COOKOU,Cookout,2021,2,25,,,TRUE,,,33.7874,-78.9945,U,2020,Actual,0,
uggm,25-Feb-21,2,1,1,HNF,0,MALWAL,Seaboard Walmart,2021,2,25,33.7015,-78.9143,TRUE,33.7015,-78.9143,33.7027,-78.9141,M,2019,Actual,0,
wemi,25-Feb-21,2,0,1,HNF,0,KFCCCC,KFC,2021,2,25,,,TRUE,,,33.7553,-78.9639,M,2018,Minimum,0,
wrma,25-Feb-21,2,1,1,HNF,0,ATTMAL,ATT,2021,2,25,33.7039,-78.9172,TRUE,33.7039,-78.9172,33.7039,-78.9813,F,2019,Actual,0,
yirm,25-Feb-21,2,1,1,HNF,0,PREMAL,Pre-Mall interchange,2021,2,25,33.7097,-78.9158,TRUE,33.7097,-78.9158,33.7099,-78.9159,M,2020,Actual,0,
aawm,26-Feb-21,1,1,1,KAM,0,RIVERF,Riverfront,2021,2,26,33.8315,-79.0463,TRUE,33.8315,-79.0463,33.8313,-79.0465,M,2017,Actual,0,
ccbm,26-Feb-21,1,1,1,CEH,0,DISCGO,Disc Golf Course,2021,2,26,,,TRUE,,,33.7976,-79.0039,M,2020,Actual,0,
gmrr,26-Feb-21,1,1,1,KAM,0,SCHOLA,Scholars,2021,2,26,33.7967,-79.006,TRUE,33.7967,-79.006,33.7963,-79.0062,M,2017,Minimum,0,
mrrr,26-Feb-21,1,1,1,CEH,0,SCHOLA,Scholars,2021,2,26,,,TRUE,,,33.7963,-79.0062,F,2018,Actual,0,
mrrr,26-Feb-21,1,1,1,KAM,0,SCHOLA,Scholars,2021,2,26,33.7967,-79.006,TRUE,33.7967,-79.006,33.7963,-79.0062,F,2018,Actual,0,
omuc,26-Feb-21,1,1,1,KAM,0,SOCCER,Soccer Corner,2021,2,26,33.7911,-79.0174,TRUE,33.7911,-79.0174,33.7915,-79.0176,M,2018,Minimum,0,
aawm,27-Feb-21,1,1,2,CEH,0,RIVERF,Riverfront,2021,2,27,,,TRUE,,,33.8313,-79.0465,M,2017,Actual,0,
emor,27-Feb-21,1,1,2,CEH,0,LOWESP,Lowes pkg lot,2021,2,27,,,TRUE,,,33.792,-78.9979,M,2016,Minimum,0,
gmob,27-Feb-21,1,1,2,CEH,0,COURTH,Courthouse,2021,2,27,,,TRUE,,,33.8304,-79.0484,M,2016,Minimum,0,
rmgg,27-Feb-21,1,1,2,CEH,0,CYPRES,Cypress Inn,2021,2,27,,,TRUE,,,33.833,-79.0452,M,2018,Actual,0,
rmre,27-Feb-21,3,1,2,CEH,0,COURTH,Courthouse,2021,2,27,,,TRUE,,,33.8304,-79.0484,F,2019,Minimum,0,
rwmp,27-Feb-21,3,1,2,CEH,0,LOWESP,Lowes Parking Lot,2021,2,27,,,TRUE,,,33.792,-78.9979,F,2016,Minimum,0,
bbbm,28-Feb-21,2,1,1,HNF,0,DILLAR,Dillards,2021,2,28,33.6996,-78.9266,TRUE,33.6996,-78.9266,33.6997,-78.9264,F,2018,Actual,0,
bmii,28-Feb-21,2,1,1,HNF,0,PUBLIX,Publix,2021,2,28,33.759,-78.9581,TRUE,33.759,-78.9581,33.76,-78.958,M,2018,Minimum,0,
ccmo,28-Feb-21,3,1,1,CEH,0,CMWSSS,CMWS ,2021,2,28,,,TRUE,,,33.8008,-79,F,2020,MInimum,0,
cram,28-Feb-21,2,1,1,HNF,0,PUBLIX,PUBLIX,2021,2,28,33.759,-78.9581,TRUE,33.759,-78.9581,33.76,-78.958,F,2019,Actual,0,
mega,28-Feb-21,2,0,1,HNF,0,OAKFOR,Oak Forest,2021,2,28,,,TRUE,,,33.7038,-78.9094,M,2017,Minimum,0,
moyy,28-Feb-21,3,1,1,CEH,0,CMWSSS,CMWS,2021,2,28,,,TRUE,,,33.8008,-79,M,2017,Actual,0,
mpyo,28-Feb-21,2,1,1,HNF,0,DILLAR,Dillards,2021,2,28,33.6996,-78.9266,TRUE,33.6996,-78.9266,33.6997,-78.9264,M,2017,Actual,0,
oram,28-Feb-21,2,1,1,HNF,0,JCPENN,JCPenney,2021,2,28,33.7012,-78.9182,TRUE,33.7012,-78.9182,33.701564,-78.921386,M,2018,Minimum,0,
